id,edited,likeCount,collectionCount,shareCount,wordCount,lfFreq,emojiCount,withImages,withVideos,imageCount,videoCount,imageTextRatio,videoTextRatio,mediaTextRatio,linksCount,utmLinksCount,authorUseNickname,authorSuspicious,authorHasCreatorBadge,authorHasOfficialCreatorBadge,postCount,timeDiffDays,postFreq,maxPostsPerDay,maxPostsPer12h,postIntervalStd,businessHourRatio,weekendRatio,travelPostRatio,forumVariety,forumEvenness,avgLikes,commentCount,totalCommentCount,subcomDepth,authorReplyCount,authorReplyLinkCount,authorReplyUTMLinkCount,firstCommentTimeDiff,first30MinCommentRatio
261413793,0,7,6,0,9562,0.030328383183434428,28,1,0,47,0,4.915289688349717,0.0,4.915289688349717,0,0,1,0,1,0,80,2809.90108796,0.02847075,3,3,103.08150413,0.4375,0.1375,0.025,2.5849625,0.78712848,90.65,5,15,0.66666667,6,0,0,324.39368333,0.0
261413551,1,3,2,0,2749,0.05274645325572935,39,1,0,8,0,2.9101491451436887,0.0,2.9101491451436887,2,1,1,0,0,0,14,356.45896991,0.03927521,1,1,29.14666327,0.21428571,0.21428571,0.78571429,1.5849625,0.74959526,12.35714286,0,0,0,0,0,0,,0
261413358,1,3,0,1,3088,0.021696891191709845,10,1,1,10,12,3.238341968911917,3.8860103626943006,7.124352331606218,0,0,1,0,0,0,11,731.76460648,0.01503216,1,1,80.11477984,0.18181818,0.27272727,0.72727273,2.0,0.69136983,37.09090909,0,0,0,0,0,0,,0
261413679,0,3,0,1,202,0.0297029702970297,1,1,1,1,1,4.9504950495049505,4.9504950495049505,9.900990099009901,0,0,1,0,1,1,4457,1765.17510417,2.52496197,13,11,3.40685907,0.46533543,0.26542517,0.01121831,5.0,0.56819949,27.04621943,1,1,0.0,1,0,0,0.13683333,1.0
261414036,0,1,2,0,6033,0.014254931211669153,4,1,0,52,0,8.619260732637162,0.0,8.619260732637162,0,0,1,0,0,0,3,524.20545139,0.00572295,1,1,359.63900903,0.33333333,0.66666667,0.66666667,1.5849625,0.91829583,31.0,1,2,0.5,1,0,0,3987.08343333,0.0
261413597,0,1,0,0,2477,0.024222850222042795,0,1,0,26,0,10.496568429551878,0.0,10.496568429551878,0,0,1,0,0,0,44,290.25577546,0.15159044,3,3,12.5078742,0.38636364,0.29545455,0.06818182,3.169925,0.72779088,16.31818182,1,2,0.5,1,0,0,181.95795,0.0
261413535,1,1,1,0,1332,0.046546546546546545,3,0,0,0,0,0.0,0.0,0.0,13,0,1,0,0,0,12,1725.93704861,0.00695274,1,1,374.51954619,0.33333333,0.5,0.41666667,1.5849625,0.97986876,12.58333333,0,0,0,0,0,0,,0
261011569,0,0,1,0,271,0.02952029520295203,0,1,0,2,0,7.380073800738007,0.0,7.380073800738007,0,0,1,0,0,0,20,311.76988426,0.06414988,2,2,25.07732501,0.45,0.2,0.45,2.80735492,0.81818588,19.1,0,0,0,0,0,0,,0
261010266,1,1,1,0,1137,0.02990325417766051,0,1,0,6,0,5.277044854881266,0.0,5.277044854881266,0,0,1,0,0,0,4,693.10606481,0.00577112,1,1,107.06768379,0.5,0.25,0.5,2.0,0.94639463,4.5,0,0,0,0,0,0,,0
261009983,0,10,17,5,3018,0.019880715705765408,26,1,0,11,0,3.644797879390325,0.0,3.644797879390325,0,0,1,0,0,0,1,0.0,1,1,1,0,1.0,0.0,1.0,1.0,0,10.0,3,5,0.4,2,0,0,288.93608333,0.0
261009770,1,2,0,0,1219,0.031173092698933553,10,1,0,2,0,1.6406890894175554,0.0,1.6406890894175554,2,0,1,0,0,0,36,105.90978009,0.33991195,3,3,4.33859599,0.44444444,0.19444444,0.52777778,3.0,0.70654366,3.19444444,0,0,0,0,0,0,,0
261009714,0,1,1,0,730,0.01643835616438356,0,1,0,8,0,10.95890410958904,0.0,10.95890410958904,0,0,1,0,0,0,1,0.0,1,1,1,0,1.0,0.0,1.0,1.0,0,1.0,0,0,0,0,0,0,,0
261009579,0,2,2,0,4809,0.033270950301517985,25,1,1,37,2,7.6939072572260345,0.41588687876897484,8.109794135995008,1,0,1,0,0,0,15,1807.43527778,0.00829905,2,2,256.1979945,0.26666667,0.2,0.53333333,2.80735492,0.78926635,40.66666667,0,0,0,0,0,0,,0
261008392,1,3,4,0,233,0.06437768240343347,1,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,4,1616.45503472,0.00247455,1,1,431.25650464,0.75,0.0,0.25,2.32192809,1.0,252.5,8,9,0.11111111,1,0,0,354.69723333,0.0
261008329,0,20,12,5,7201,0.02485765865851965,0,1,0,65,0,9.026524093875851,0.0,9.026524093875851,0,0,1,0,0,0,1,0.0,1,1,1,0,0.0,0.0,1.0,1.0,0,20.0,3,4,0.25,1,0,0,523.48098333,0.0
261008218,0,0,0,0,208,0.04326923076923077,3,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,4,1486.19769676,0.00269143,1,1,624.88892062,0.25,0.0,0.25,2.0,0.94639463,1.75,0,0,0,0,0,0,,0
261007912,1,15,16,2,2312,0.024653979238754325,5,1,0,10,0,4.325259515570934,0.0,4.325259515570934,0,0,1,0,0,0,1,0.0,1,1,1,0,0.0,0.0,1.0,1.0,0,15.0,2,7,0.71428571,1,0,0,962.96438333,0.0
261007309,1,4,1,0,216,0.027777777777777776,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,2,73.13072917,0.02734828,1,1,0,0.0,0.5,1.0,1.0,0,2.5,2,6,0.66666667,3,0,0,478.59318333,0.0
261006820,0,0,0,1,537,0.00931098696461825,0,1,0,1,0,1.86219739292365,0.0,1.86219739292365,0,0,1,0,0,0,1,0.0,1,1,1,0,0.0,0.0,1.0,1.0,0,0.0,0,0,0,0,0,0,,0
261006407,1,2,0,0,633,0.026856240126382307,8,1,0,2,0,3.1595576619273302,0.0,3.1595576619273302,2,0,1,0,0,0,36,105.90978009,0.33991195,3,3,4.33859599,0.44444444,0.19444444,0.52777778,3.0,0.70654366,3.19444444,0,0,0,0,0,0,,0
261006206,1,0,0,0,25,0.04,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,2,411.05092593,0.00486558,1,1,0,0.0,0.0,0.5,1.5849625,1.0,0.0,1,1,0.0,0,0,0,62.7017,0.0
261005898,1,0,1,0,444,0.02702702702702703,0,1,0,1,0,2.2522522522522523,0.0,2.2522522522522523,0,0,1,0,0,0,8,1745.86173611,0.00458226,2,2,223.74853253,0.375,0.25,0.25,2.0,0.81944837,38.875,1,4,0.75,2,0,0,11872.81268333,0.0
261005064,0,27,12,7,1180,0.025423728813559324,3,1,1,6,4,5.084745762711864,3.389830508474576,8.474576271186441,0,0,1,0,1,1,632,1461.98927083,0.43228771,2,2,3.83564482,0.51424051,0.25158228,0.02689873,5.20945337,0.70308344,107.59177215,2,3,0.33333333,1,0,0,179.50213333,0.0
261004775,0,1,0,0,682,0.030791788856304986,0,1,0,1,0,1.466275659824047,0.0,1.466275659824047,0,0,1,0,0,0,40,460.06805556,0.08694366,3,3,32.6381159,0.725,0.2,0.325,3.45943162,0.84026497,0.95,0,0,0,0,0,0,,0
261004718,0,0,1,0,146,0.00684931506849315,0,1,0,1,0,6.8493150684931505,0.0,6.8493150684931505,0,0,1,0,0,0,3,295.3746412,0.01015659,1,1,187.7463468,0.33333333,0.0,0.33333333,1.5849625,0.91829583,4.33333333,2,6,0.66666667,3,0,0,10.245,0.33333333
261003881,1,2,1,0,113,0.07079646017699115,1,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,13,1079.48586806,0.01204277,2,2,152.89041052,0.30769231,0.30769231,0.30769231,3.169925,0.90643151,7.76923077,3,14,0.78571429,3,0,0,352.09516667,0.0
261003365,0,0,4,2,230,0.034782608695652174,3,1,0,1,0,4.3478260869565215,0.0,4.3478260869565215,0,0,1,0,0,0,2,449.76018519,0.00444681,1,1,0,0.5,0.0,1.0,1.0,0,0.5,3,3,0.0,0,0,0,70.1945,0.0
261002896,0,2,8,2,730,0.045205479452054796,3,0,0,0,0,0.0,0.0,0.0,2,0,1,0,0,0,1,0.0,1,1,1,0,1.0,0.0,1.0,1.0,0,2.0,4,7,0.42857143,2,0,0,79.64538333,0.0
261002845,0,3,0,1,1057,0.004730368968779565,2,1,0,5,0,4.7303689687795645,0.0,4.7303689687795645,0,0,1,0,0,0,2,1473.82752315,0.00135701,1,1,0,0.5,0.5,0.5,1.5849625,1.0,100.0,0,0,0,0,0,0,,0
261002091,0,1,6,0,275,0.007272727272727273,0,1,0,2,0,7.2727272727272725,0.0,7.2727272727272725,0,0,1,0,0,0,3,60.26674769,0.04977869,1,1,24.21951858,0.66666667,0.33333333,0.33333333,1.5849625,0.91829583,2.33333333,8,38,0.78947368,17,0,0,121.98108333,0.0
261001984,1,19,11,8,1030,0.03398058252427184,4,1,0,8,0,7.766990291262136,0.0,7.766990291262136,0,0,1,0,1,0,34,1743.51112269,0.01950088,3,3,97.73989513,0.35294118,0.17647059,0.26470588,3.45943162,0.88697381,90.23529412,1,3,0.66666667,1,0,0,29061.76805,0.0
261001376,0,1,0,0,58,0.05172413793103448,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,3,224.49196759,0.01336351,1,1,111.74397671,0.33333333,0.0,0.66666667,1.5849625,0.91829583,0.66666667,3,6,0.5,3,0,0,315.58003333,0.0
261001328,1,39,23,13,6601,0.030449931828510832,15,1,0,46,0,6.968641114982578,0.0,6.968641114982578,0,0,1,0,0,0,32,798.52875,0.0400737,2,2,85.81657963,0.34375,0.21875,0.40625,2.0,0.79669502,47.5,7,10,0.3,3,0,0,306.837,0.0
261000931,0,0,0,0,5,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,13,110.05761574,0.11811995,3,3,19.84665272,0.07692308,0.30769231,0.07692308,2.32192809,0.67601505,1.46153846,9,10,0.1,1,0,0,3.50565,0.2
261000873,1,90,130,46,5128,0.031396255850234006,25,1,1,32,2,6.240249609984399,0.39001560062402496,6.6302652106084246,0,0,1,0,0,0,2,1800.39351852,0.00111087,1,1,0,0.5,0.0,0.5,1.5849625,1.0,105.5,4,11,0.63636364,4,0,0,566.0974,0.0
261000846,1,88,151,22,6951,0.022730542368004605,18,1,1,34,1,4.891382534887066,0.14386419220256078,5.0352467270896275,0,0,1,0,0,0,1,0.0,1,1,1,0,0.0,0.0,1.0,1.0,0,88.0,2,3,0.33333333,1,0,0,84048.5046,0.0
261000368,0,0,0,0,28,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,2,1.99168981,1.00417243,1,1,0,0.0,0.5,0.5,1.5849625,1.0,0.0,0,0,0,0,0,0,,0
260999984,0,1,0,0,308,0.02922077922077922,0,1,0,1,0,3.246753246753247,0.0,3.246753246753247,1,0,1,0,1,0,1171,2318.91177083,0.50497825,14,11,5.98789427,0.05807003,0.29974381,0.09308284,4.5849625,0.54417568,46.55508113,0,0,0,0,0,0,,0
260999891,1,53,105,16,12326,0.022635080318026937,38,1,1,72,1,5.841311049813402,0.08112932013629726,5.922440369949699,14,1,1,0,0,0,17,1261.32898148,0.01347785,1,1,81.56187424,0.41176471,0.23529412,0.35294118,2.32192809,0.74846377,132.70588235,1,3,0.66666667,1,0,0,27369.9081,0.0
260999351,0,3,5,0,220,0.02727272727272727,1,1,0,1,0,4.545454545454545,0.0,4.545454545454545,0,0,1,0,0,0,2,4.62211806,0.43270206,1,1,0,0.0,0.5,0.5,1.5849625,1.0,6.0,2,6,0.66666667,3,0,0,837.87201667,0.0
260998355,1,1,1,0,299,0.030100334448160536,5,1,0,1,0,3.3444816053511706,0.0,3.3444816053511706,0,0,1,0,0,0,2,67.18076389,0.02977043,1,1,0,0.5,0.0,1.0,1.0,0,0.5,2,2,0.0,0,0,0,133.99673333,0.0
260998290,1,0,1,1,115,0.06086956521739131,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,1,0.0,1,1,1,0,0.0,0.0,1.0,1.0,0,0.0,2,4,0.5,0,0,0,26.63971667,0.25
260998170,0,51,16,11,277,0.061371841155234655,1,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,2,298.91046296,0.00669097,1,1,0,0.0,0.0,0.5,1.5849625,1.0,33.5,19,28,0.32142857,6,0,0,47.68563333,0.0
260997957,1,0,3,1,108,0.08333333333333333,2,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,2,800.33171296,0.00249896,1,1,0,0.0,0.5,0.5,1.5849625,1.0,61.5,3,5,0.4,2,0,0,13376.72631667,0.0
260997507,0,1,0,0,241,0.02074688796680498,0,1,0,1,0,4.149377593360996,0.0,4.149377593360996,0,0,1,0,0,0,1,0.0,1,1,1,0,1.0,0.0,1.0,1.0,0,1.0,1,1,0.0,0,0,0,71.80368333,0.0
260997340,0,1,1,1,193,0.04145077720207254,0,1,0,1,0,5.181347150259067,0.0,5.181347150259067,0,0,1,0,0,0,7,1151.06292824,0.00608134,1,1,332.35491598,0.42857143,0.28571429,0.14285714,2.5849625,0.96296106,5.71428571,1,2,0.5,1,0,0,1490.66861667,0.0
260996873,0,3,1,0,696,0.010057471264367816,0,1,0,5,0,7.183908045977011,0.0,7.183908045977011,1,0,1,0,0,0,14,73.01987269,0.19172863,4,4,7.61096963,0.28571429,0.5,0.35714286,2.80735492,0.91016631,3.42857143,0,0,0,0,0,0,,0
260996602,0,2,2,1,29,0.06896551724137931,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,7,891.40791667,0.00785275,1,1,129.83688651,0.57142857,0.28571429,0.28571429,2.32192809,0.9211855,1.0,5,7,0.28571429,2,0,0,3.05175,0.28571429
260996350,0,3,3,1,1803,0.01774819744869662,0,1,0,11,0,6.100942872989462,0.0,6.100942872989462,0,0,1,0,0,0,1,0.0,1,1,1,0,1.0,0.0,1.0,1.0,0,3.0,1,1,0.0,0,0,0,1523.39001667,0.0
260996046,0,3,2,0,75,0.0,1,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,1,0.0,1,1,1,0,1.0,0.0,1.0,1.0,0,3.0,2,3,0.33333333,1,0,0,13667.2574,0.0
260995742,0,0,1,0,237,0.03375527426160337,1,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,3,1.88267361,1.59347854,1,1,0.15988776,0.66666667,0.33333333,0.66666667,1.5849625,0.91829583,0.66666667,1,1,0.0,0,0,0,350.79878333,0.0
260995606,0,3,1,0,236,0.012711864406779662,0,1,0,2,0,8.474576271186441,0.0,8.474576271186441,0,0,1,0,0,0,24,2547.60560185,0.00942061,2,2,128.05333688,0.625,0.125,0.08333333,3.32192809,0.84209316,15.45833333,0,0,0,0,0,0,,0
260995168,1,3,0,0,295,0.030508474576271188,0,1,0,2,0,6.779661016949152,0.0,6.779661016949152,0,0,1,0,1,0,10,845.58274306,0.01182616,1,1,96.2237116,0.3,0.3,0.5,2.32192809,0.88048202,17.7,2,3,0.33333333,1,0,0,1663.82643333,0.0
260995143,0,1,0,0,110,0.00909090909090909,0,1,0,1,0,9.09090909090909,0.0,9.09090909090909,0,0,1,0,0,0,14,1395.42996528,0.01003275,2,2,197.10768847,0.35714286,0.14285714,0.07142857,1.5849625,0.37123233,15.14285714,1,3,0.66666667,1,0,0,22.00491667,0.33333333
260994740,0,0,0,0,212,0.05188679245283019,1,1,0,1,0,4.716981132075471,0.0,4.716981132075471,0,0,1,0,0,0,9,918.76390046,0.00979577,1,1,111.21234722,0.22222222,0.44444444,0.11111111,2.0,0.62236597,0.55555556,1,1,0.0,0,0,0,2000.79636667,0.0
260993844,0,1,0,0,31,0.03225806451612903,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,13,1079.48586806,0.01204277,2,2,152.89041052,0.30769231,0.30769231,0.30769231,3.169925,0.90643151,7.76923077,1,3,0.66666667,1,0,0,3500.42915,0.0
260993389,0,0,2,0,146,0.03424657534246575,2,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,7,306.31510417,0.02285228,1,1,37.19027814,0.42857143,0.42857143,1.0,1.0,0,3.28571429,0,0,0,0,0,0,,0
260993147,0,4,0,0,323,0.05263157894736842,10,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,3,344.99592593,0.00869575,1,1,238.64283106,0.0,0.33333333,1.0,1.0,0,2.33333333,1,1,0.0,0,0,0,12793.44363333,0.0
260993101,1,27,29,3,4088,0.03644814090019569,31,1,1,17,2,4.158512720156556,0.4892367906066536,4.647749510763209,5,0,1,0,0,0,12,722.99866898,0.01659754,1,1,88.38012254,0.16666667,0.41666667,1.0,1.0,0,45.25,0,0,0,0,0,0,,0
260992833,1,24,38,5,4948,0.02566693613581245,30,1,1,28,9,5.658852061438965,1.8189167340339532,7.477768795472919,0,0,1,0,0,0,34,1745.84981481,0.01947476,1,1,197.74307166,0.41176471,0.38235294,0.73529412,1.5849625,0.83376491,27.0,2,3,0.33333333,1,0,0,22.93683333,0.33333333
260992639,1,1,1,1,909,0.025302530253025302,58,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,9,1919.40165509,0.00468896,1,1,139.36176725,0.33333333,0.22222222,0.11111111,3.0,0.97083576,11.55555556,2,6,0.66666667,3,0,0,546.33708333,0.0
260992491,0,0,0,0,172,0.040697674418604654,0,1,0,1,0,5.813953488372093,0.0,5.813953488372093,0,0,1,0,0,0,5,574.86240741,0.00869773,1,1,211.2402476,0.2,0.4,0.2,2.0,0.86497352,18.0,1,2,0.5,1,0,0,10676.78256667,0.0
260992270,1,37,16,9,8511,0.025966396428151805,9,1,0,71,0,8.342145458817999,0.0,8.342145458817999,0,0,1,0,0,0,17,920.98175926,0.01845856,2,2,65.60986121,0.11764706,0.35294118,0.29411765,2.5849625,0.80757499,230.05882353,3,6,0.5,3,0,0,103.53606667,0.0
260992183,0,0,2,0,233,0.05150214592274678,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,3,387.93957176,0.00773316,1,1,104.49917852,0.0,0.33333333,1.0,1.0,0,3.0,0,0,0,0,0,0,,0
260991930,0,0,0,0,41,0.024390243902439025,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,9,150.74869213,0.05970201,1,1,26.01700128,0.22222222,0.44444444,0.11111111,2.0,0.77250689,0.88888889,0,0,0,0,0,0,,0
260991639,0,6,3,1,351,0.022792022792022793,1,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,1,0.0,1,1,1,0,0.0,0.0,1.0,1.0,0,6.0,6,12,0.5,3,0,0,901.14461667,0.0
260991636,0,4,1,1,2313,0.014699524427150886,0,1,0,7,0,3.0263726761781236,0.0,3.0263726761781236,4,0,1,0,1,1,1016,1124.01777778,0.90390029,20,15,2.03804564,0.09251969,0.38877953,0.05610236,4.0,0.4991355,46.08070866,0,0,0,0,0,0,,0
260991099,0,7,0,0,1280,0.0515625,3,1,0,12,0,9.375,0.0,9.375,0,0,1,0,1,0,128,1682.68075231,0.07606909,3,3,23.84413959,0.21875,0.234375,0.03125,4.95419631,0.65669483,33.6328125,2,3,0.33333333,1,0,0,2471.27021667,0.0
260991072,1,1,0,0,598,0.038461538461538464,4,1,0,1,0,1.6722408026755853,0.0,1.6722408026755853,2,0,1,0,0,0,36,105.90978009,0.33991195,3,3,4.33859599,0.44444444,0.19444444,0.52777778,3.0,0.70654366,3.19444444,0,0,0,0,0,0,,0
260990412,0,0,0,0,99,0.06060606060606061,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,1,0.0,1,1,1,0,0.0,0.0,1.0,1.0,0,0.0,5,13,0.61538462,9,0,0,36.90891667,0.0
260990054,0,17,9,0,2283,0.02058694699956198,26,1,0,6,0,2.628120893561104,0.0,2.628120893561104,6,0,1,0,1,1,164,1005.10575231,0.16316691,2,2,11.70770415,0.62195122,0.17073171,0.40853659,2.32192809,0.79170676,16.98170732,3,5,0.4,2,0,0,212.16448333,0.0
260989804,0,0,0,0,25,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,3,1.88267361,1.59347854,1,1,0.15988776,0.66666667,0.33333333,0.66666667,1.5849625,0.91829583,0.66666667,3,3,0.0,1,0,0,528.60201667,0.0
260989755,0,0,0,0,95,0.0,1,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,3,39.35958333,0.07622032,1,1,24.63383499,0.33333333,0.33333333,0.33333333,2.0,1.0,0.0,0,0,0,0,0,0,,0
260989463,1,6,0,0,2699,0.039644312708410526,5,1,0,15,0,5.557613931085587,0.0,5.557613931085587,0,0,1,0,1,0,220,1730.0008912,0.12716756,2,2,39.44013409,0.13636364,0.45909091,0.04545455,3.70043972,0.65183454,34.36818182,1,1,0.0,0,0,0,543.39326667,0.0
260989259,0,3,9,1,823,0.023086269744835967,0,1,0,1,0,1.215066828675577,0.0,1.215066828675577,6,0,1,0,0,0,1,0.0,1,1,1,0,1.0,0.0,1.0,1.0,0,3.0,4,8,0.5,3,0,0,48.62948333,0.0
260989047,0,2,0,0,262,0.08778625954198473,4,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,3,1209.77420139,0.0024798,1,1,95.6855812,0.33333333,0.0,1.0,1.0,0,9.66666667,2,2,0.0,0,0,0,5596.025,0.0
